id_customer,recency,frequency,monetary
13045,1145,0.0296,42.38
13046,786,0.0074,17.38
13052,1280,0.8667,-424.86
13056,2397,0.0444,145.40
13059,2345,0.0296,121.41
13062,1979,0.0222,53.15
13073,2155,0.0815,178.07
13076,1994,0.0148,48.67
13078,2043,0.0296,95.26
13091,1462,0.0148,41.15
13095,2334,0.0593,263.22
13096,1679,0.3037,350.12
13105,352,0.0963,372.90
13106,523,0.0074,30.25
13112,2729,0.0148,46.62
13121,2490,0.0593,294.56
13123,1870,0.0148,59.51
13126,2460,0.0370,76.34
13145,2203,0.0074,41.67
13146,770,0.0815,178.84
13148,2377,0.0074,89.25
13156,2725,0.0222,70.51
13157,1621,0.0370,47.94
13158,1812,0.0296,25.78
13159,673,0.0444,158.67
13166,2433,0.0148,9.90
13172,2171,0.0370,110.72
13181,2828,0.0148,56.58
13186,1705,0.0222,13.78
13191,644,0.0963,78.45
13197,968,0.0148,45.83
13198,1501,0.0222,81.20
13200,969,0.0519,117.25
13203,1165,0.0519,232.58
13204,188,0.3630,580.69
13209,195,0.2000,381.94
13211,1227,0.0148,72.58
13212,2789,0.0519,115.94
13216,2798,0.0148,47.66
13218,1150,0.0148,25.82
13230,229,0.3111,196.82
13233,734,0.0296,227.28
13243,899,0.2741,380.87
13245,1570,0.0296,44.33
13254,258,0.0593,45.65
13256,1055,0.0148,8.72
13259,166,0.2074,326.48
13274,2469,0.0741,93.84
13278,856,0.0148,23.45
13279,2344,0.0370,95.68
13283,1120,0.0296,40.23
13284,2607,0.0444,102.78
13287,901,0.2667,727.91
13295,1441,0.0963,300.22
13296,1048,0.2296,442.43
13300,1535,0.0222,12.57
13301,2706,0.0296,59.02
13304,230,0.1111,117.62
13305,1426,0.0519,106.96
13309,240,0.0741,184.07
13319,1758,0.0222,19.91
13331,2494,0.0222,62.38
13333,662,0.0222,85.22
13334,139,0.7704,994.08
13338,1181,0.0444,121.07
13343,395,0.1259,150.40
13346,443,0.2741,615.73
13349,1385,0.1259,176.10
13356,138,0.0074,78.66
13357,2655,0.0148,58.22
13366,2235,0.0074,41.65
13369,871,0.0074,9.33
13371,2001,0.0667,128.79
13374,1399,0.0222,40.16
13375,1862,0.0370,42.32
13377,1334,0.1185,166.81
13393,1629,0.0148,24.59
13408,2358,0.0519,89.59
13411,117,0.5630,915.79
13414,968,0.0444,65.34
13415,661,0.4963,780.63
13419,631,0.0593,58.98
13420,1901,0.0889,423.66
13426,420,0.3852,575.37
13428,1890,0.0222,34.92
13434,2216,0.0222,181.59
13436,815,0.0074,18.74
13445,908,0.3778,906.81
13451,391,0.0370,57.35
13454,375,0.2370,875.60
13459,135,1.1407,1689.92
13466,1648,0.0227,72.50
13471,334,0.0977,199.34
13477,1928,0.0075,54.68
13481,1857,0.0746,177.63
13487,1754,0.0815,206.05
13489,1094,0.4296,1610.99
13493,1774,0.0148,8.39
13507,175,0.0222,40.94
13508,342,0.0296,49.12
13516,715,0.0963,194.82
13520,764,0.0148,23.71
13524,2607,0.0074,16.66
13532,232,0.0222,72.41
13536,881,0.1111,162.28
13545,1101,0.1556,312.60
13553,1180,0.6370,1264.59
13575,2210,0.0148,26.30
13578,2618,0.0074,18.71
13579,1898,0.0296,148.85
13585,2559,0.0519,174.84
13589,1334,0.0074,6.74
13593,2835,0.0222,62.40
13595,556,0.0222,35.53
13606,1609,0.0148,135.56
13613,2500,0.0074,8.21
13620,284,0.9037,1262.66
13639,2016,0.0519,68.30
13640,1182,0.0370,72.07
13653,440,0.0074,6.69
13660,843,0.4815,404.83
13663,2347,0.0370,173.63
13664,170,0.0074,21.10
13668,2690,0.0370,114.86
13675,362,0.1407,162.72
13680,1095,0.0296,71.22
13681,1908,0.0444,140.26
13682,486,0.0667,105.09
13688,146,0.0519,103.36
13692,2418,0.0296,149.66
13696,1449,0.0448,115.86
13702,283,0.2388,265.58
13721,1857,0.0522,57.97
13733,614,0.0896,192.43
13741,946,0.0075,7.37
13742,428,0.0075,26.65
13750,1358,0.1119,178.71
13756,1292,0.3881,579.87
13758,2693,0.0448,111.49
13760,118,0.0224,63.04
13767,205,0.0299,63.33
13780,481,0.0448,54.00
13786,235,0.0821,70.61
13799,752,0.0149,69.57
13804,2138,0.0075,41.66
13813,267,0.1791,362.57
13818,116,0.2164,270.94
13827,355,0.0672,96.23
13831,2750,0.0916,68.76
13833,198,0.7197,577.71
13842,2212,0.0299,37.94
13856,144,0.0970,178.95
13860,757,0.0597,109.71
13867,827,0.7985,2098.27
13878,2763,0.0746,186.34
13880,2315,0.0075,4.96
13881,2181,0.0522,229.54
13899,1986,0.1343,280.50
13911,2062,0.2239,569.18
13915,1285,0.0149,106.70
13917,1568,0.0746,173.95
13928,2625,0.0149,33.26
13932,495,0.0672,294.53
13934,497,0.0373,65.07
13953,1382,0.4030,573.81
13961,520,0.0075,68.90
13967,2726,0.0149,70.34
13983,824,0.0373,80.65
14003,300,0.8507,877.38
14008,1802,0.0373,102.91
14015,1964,0.0373,99.94
14022,1470,0.0522,245.70
14030,2549,0.2015,760.78
14036,2712,0.0149,63.33
14044,774,0.3134,467.50
14047,207,0.0896,275.30
14053,2859,0.0522,270.71
14055,2643,0.0448,47.89
14056,469,0.1716,251.85
14067,1120,0.0224,66.14
14069,2399,0.0075,50.00
14076,146,0.1866,141.74
14086,567,0.1343,210.20
14097,2581,0.0149,86.77
14100,1719,0.0149,29.62
14108,2838,0.0149,96.58
14119,2477,0.0149,124.95
14125,145,0.7910,1320.11
14130,525,0.4030,621.35
14138,377,0.0522,46.31
14149,377,0.0373,113.51
14155,592,0.0821,350.18
14172,1270,0.1418,1348.57
14194,1453,0.0373,24.21
14200,288,0.1866,243.91
14202,1189,0.0746,128.97
14209,463,0.0075,35.04
14211,1530,0.0075,5.85
14216,2032,0.0075,9.92
14220,2645,0.0224,23.97
14227,1334,0.0448,62.95
14231,584,0.0448,666.62
14254,1109,0.1045,179.00
14265,2403,0.0672,50.41
14269,1974,0.0224,47.34
14270,2207,0.0224,32.78
14276,1091,0.3582,987.34
14279,1733,0.3955,302.67
14280,547,0.0149,36.18
14288,1660,0.0597,77.26
14293,393,0.0075,9.40
14295,1990,0.0224,49.18
14296,545,0.0149,8.29
14297,2603,0.0149,55.67
14311,1912,0.0522,203.69
14323,1493,0.0224,235.38
14330,412,0.2612,582.36
14338,580,0.1194,342.36
14354,1109,0.0299,57.93
14359,321,0.2239,222.20
14361,2756,0.0373,96.99
14363,1435,0.0821,242.20
14365,1485,0.0746,83.51
14371,495,0.0076,22.17
14378,1934,0.0611,173.72
14379,816,0.0150,58.17
14381,327,0.0896,229.77
14387,381,0.0821,248.60
14391,650,0.1269,230.66
14392,229,0.0075,3.82
14394,1777,0.0299,33.95
14395,1273,0.6866,942.03
14398,228,0.0299,38.88
14403,1895,0.0299,517.60
14410,1079,0.1940,388.19
14415,1797,0.0299,48.66
14426,888,0.3881,561.34
14434,2065,0.0075,15.69
14442,2034,0.0075,18.29
14445,419,0.0075,27.43
14449,298,0.0149,46.66
14451,763,0.2985,473.98
14455,268,0.1418,228.29
14458,1826,0.0746,176.31
14459,1021,0.0522,103.09
14460,518,0.3284,816.47
14461,2063,0.0224,49.19
14467,391,0.2463,355.45
14483,697,0.0373,101.50
14501,1186,0.0299,12.92
14503,2135,0.0299,273.22
14518,1295,0.1045,123.56
14519,1209,0.0075,37.33
14521,1121,0.0672,103.25
14534,297,0.2015,272.76
14535,1540,0.0149,229.45
14541,132,1.3881,1918.48
14544,458,0.0224,62.55
14545,2791,0.1791,419.48
14546,1911,0.0522,88.51
14558,638,0.3358,323.32
14562,812,0.0149,23.12
14563,2373,0.0672,63.33
14573,556,0.0448,111.27
14575,1898,0.0672,104.67
14585,450,0.0896,39.35
14590,111,0.4627,1097.00
14598,1100,0.0075,12.50
14602,513,0.0373,89.66
14605,1487,0.0597,78.02
14607,1113,0.0746,192.58
14613,735,0.1194,155.37
14615,1568,0.1418,461.44
14616,2301,0.0522,45.23
14620,1063,0.0149,30.85
14622,1973,0.0075,27.05
14624,1848,0.0522,243.16
14632,510,0.0224,60.65
14634,873,0.0970,272.16
14639,1852,0.0299,47.37
14641,1124,0.0075,22.49
14642,2715,0.0075,19.87
14646,1101,0.0522,350.31
14648,1589,0.0075,9.74
14649,257,0.0149,7.24
14651,129,0.4627,734.48
14661,889,0.0602,163.44
14665,1362,0.0522,216.94
14667,841,0.0149,132.03
14669,2202,0.0299,48.89
14675,217,0.0448,88.08
14681,1004,0.0149,50.18
14682,1363,0.1418,135.25
14683,595,0.0672,186.57
14693,773,0.2537,455.18
14694,648,0.0970,275.43
14697,1485,0.0448,55.86
14701,2359,0.0149,62.96
14704,876,0.0149,33.54
14708,829,0.0224,100.02
14711,1693,0.1119,183.64
14738,2562,0.0075,39.67
14748,393,0.5414,598.15
14749,738,0.0827,128.59
14752,2852,0.0075,44.34
14756,959,0.0526,47.04
14764,231,0.1579,100.92
14772,2651,0.0075,14.17
14774,510,0.1429,157.55
14790,1226,0.0902,65.87
14825,1281,0.1353,148.15
14827,129,1.4060,2291.62
14829,1986,0.0301,52.28
14832,1917,0.1729,656.04
14833,2747,0.0075,361.50
14847,1561,0.1729,410.94
14851,116,0.3083,482.17
14852,2171,0.0301,85.68
14854,2362,0.0075,50.00
14863,1141,0.1504,346.37
14864,163,0.3308,422.40
14865,1183,0.1805,604.76
14877,2428,0.0075,21.24
14880,990,0.0150,30.92
14895,813,0.0075,33.76
14899,1502,0.0075,10.00
14905,897,0.1128,153.30
14906,369,0.3534,460.96
14911,1742,0.0075,11.36
14914,565,0.0301,58.64
14916,441,0.0075,17.75
14918,1006,0.0677,34.25
14919,2429,0.0376,101.27
14920,1761,0.1278,196.41
14931,1805,0.0376,24.52
14947,1182,0.0376,64.00
14950,1292,0.0075,35.11
14961,2332,0.0376,73.33
14963,1428,0.0451,80.31
14966,1571,0.0526,43.67
14970,277,0.0150,11.34
14971,1398,0.0075,7.22
14974,717,0.0376,24.81
14982,2601,0.0150,38.01
15004,2527,0.0977,213.48
15019,1487,0.0677,123.35
15025,111,0.5038,742.69
15029,998,0.0451,71.91
15030,132,0.0150,105.57
15036,319,0.2256,209.07
15039,1696,0.0075,18.75
15041,1028,0.1429,190.64
15043,2490,0.0226,36.11
15046,2344,0.0150,63.47
15056,969,0.0526,83.28
15057,2127,0.1203,192.60
15062,159,0.4211,979.49
15076,2331,0.0226,67.94
15086,560,0.1203,173.70
15087,2398,0.0150,37.48
15090,1500,0.0301,14.61
15093,1629,0.0075,10.24
15097,386,0.2030,437.02
15098,1136,0.0301,62.59
15099,375,0.0451,139.72
15101,1204,0.0301,133.85
15102,2237,0.0301,232.77
15104,468,0.1880,254.35
15105,2074,0.0075,14.92
15114,376,0.0752,276.32
15117,383,0.0451,45.54
15118,118,0.0150,76.15
15119,1393,0.0827,343.96
15125,112,0.0376,59.16
15126,1590,0.0677,110.73
15127,1096,0.0226,106.14
15138,1418,0.1278,166.20
15139,164,0.0602,202.42
15142,513,1.6391,2249.75
15143,2609,0.0150,7.75
15145,957,0.0150,41.59
15151,1850,0.2782,610.97
15152,2795,0.0902,185.58
15153,2127,0.0301,144.93
15160,1116,0.2331,127.77
15161,929,0.0376,92.24
15162,596,0.0226,39.21
15163,524,0.0977,167.61
15166,597,0.0451,118.45
15167,2736,0.0301,126.50
15180,407,0.2105,263.10
15182,608,0.0301,61.54
15185,319,0.3985,622.60
15190,805,0.0827,105.31
15203,2861,0.0075,37.46
15206,1291,0.1579,213.80
15218,1135,0.0902,229.77
15219,1570,0.0075,6.79
15220,186,0.0677,89.70
15222,1906,0.0075,96.68
15226,945,0.3383,451.84
15233,1605,0.1053,324.48
15234,2246,0.0075,37.48
15237,1502,0.0526,59.59
15238,290,0.0677,201.76
15241,392,0.0451,134.48
15248,305,0.2105,735.81
15250,779,0.0526,391.62
15251,2601,0.0301,70.19
15253,1599,0.0602,123.38
15265,2636,0.0150,9.27
15267,1936,0.0301,44.36
15274,966,0.0977,122.21
15292,2615,0.0075,16.66
15294,715,0.0150,41.08
15299,583,0.2782,575.98
15304,2471,0.0376,89.02
15317,811,0.0526,213.23
15324,349,0.0677,61.76
15325,1675,0.0150,73.48
15327,1488,0.2180,281.84
15329,1864,0.0677,50.56
15332,629,0.0451,89.79
15335,376,0.0451,145.08
15336,393,0.1880,454.19
15338,2352,0.0075,20.82
15342,448,0.0677,197.96
15351,372,0.1654,144.69
15352,1391,0.0677,83.35
15355,2657,0.0075,41.18
15361,1039,0.1654,216.20
15365,264,0.0150,7.20
15367,1033,0.0226,57.12
15369,798,0.0977,87.39
15378,225,0.0376,81.35
15380,948,0.0977,121.46
15386,371,0.0150,22.68
15388,199,0.0977,385.25
15389,1910,0.0376,178.53
15391,2278,0.0226,158.26
15395,2756,0.0075,48.71
15406,1238,0.0150,17.27
15411,2144,0.0075,19.50
15412,681,0.0376,177.39
15415,1838,0.0075,266.00
15423,1324,0.0451,392.35
15427,1049,0.0902,112.33
15430,1188,0.3083,454.88
15432,1691,0.1504,175.14
15439,747,1.8421,2039.03
15445,278,0.0301,80.55
15448,275,0.0075,14.72
15452,140,0.9098,1627.71
15455,1598,0.0075,30.50
15460,443,0.9474,1058.36
15461,2399,0.0376,22.73
15471,2722,0.0301,74.36
15473,1954,0.0150,54.13
15480,2138,0.0451,158.96
15484,1533,0.0075,8.63
15485,1803,0.3383,629.20
15490,814,0.0301,33.37
15491,995,0.0602,56.80
15492,2510,0.1053,127.66
15494,1841,0.0827,147.21
15503,639,0.1053,401.59
15506,191,0.2932,526.07
15507,2792,0.0226,76.46
15515,607,0.0451,60.00
15517,886,0.0752,88.24
15519,739,0.1805,102.48
15532,1847,0.0075,8.49
15537,1105,0.0526,31.58
15540,1910,0.0451,158.69
15556,919,0.0752,76.38
15561,1487,0.1053,196.75
15564,2762,0.0226,28.62
15565,2152,0.0376,110.16
15568,2671,0.0075,20.79
15576,268,0.2707,484.84
15592,1321,0.0150,8.82
15599,1028,0.0752,102.02
15609,560,0.0150,125.33
15621,1262,0.0677,110.63
15624,321,0.0902,90.08
15626,126,2.2030,2415.96
15632,2188,0.0076,49.92
15635,2482,0.0985,81.91
15638,2616,0.0379,87.88
15639,806,0.0682,139.95
15641,444,0.0075,24.75
15645,876,0.4887,856.71
15649,1377,0.2105,591.64
15652,1544,0.0451,73.83
15653,2561,0.0226,110.00
15655,2757,0.0075,18.68
15656,2480,0.0602,170.31
15667,1189,0.0075,17.96
15670,579,0.0301,77.02
15672,1729,0.0301,10.05
15675,1178,0.0075,22.50
15678,2324,0.0977,92.31
15682,817,0.0075,16.25
15685,1595,0.0226,37.59
15686,2076,0.0902,168.94
15691,774,0.0376,101.41
15692,766,0.0301,60.05
15693,161,1.3083,2115.46
15696,899,0.0752,188.26
15699,1849,0.0150,14.78
15705,111,0.1654,553.11
15715,2553,0.0150,52.06
15718,1801,0.0226,41.33
15719,506,0.1429,53.51
15721,1659,0.0226,37.09
15722,930,0.0150,20.18
15732,2771,0.0301,32.40
15740,317,0.7444,1037.00
15751,2297,0.0075,38.16
15753,1006,1.0902,703.84
15760,1184,0.0226,21.67
15762,193,0.3609,634.34
15780,375,0.0827,168.37
15787,2156,0.1504,266.56
15788,2347,0.0075,12.48
15791,998,0.1729,332.44
15793,2797,0.0602,84.30
15797,288,0.0150,18.95
15816,653,0.1353,258.58
15819,485,0.0606,37.09
15836,1842,0.0682,71.71
15839,1586,0.0152,101.77
15841,1062,0.0833,165.89
15843,1717,0.0076,16.70
15845,2648,0.0379,16.29
15849,2199,0.1061,294.47
15857,294,0.0909,94.36
15862,2362,0.0152,11.24
15864,1860,0.0909,143.29
15869,2292,0.0530,131.40
15872,140,0.0152,25.53
15873,1162,0.0303,17.32
15879,1848,0.0227,15.59
15882,439,0.0682,44.26
15899,2264,0.0076,35.96
15910,2328,0.0303,45.98
15911,1101,0.0152,8.56
15936,1376,0.0530,125.09
15940,2501,0.0227,58.36
15942,2675,0.0455,185.03
15957,815,0.0303,35.37
15966,2023,0.0076,15.75
15967,250,0.3636,435.42
15968,512,0.1439,322.04
15970,293,0.1591,87.16
15975,305,0.0303,31.62
15980,813,0.0455,83.54
15982,1878,0.0379,22.52
15989,2533,0.0227,81.35
15992,2670,0.0076,46.42
15998,2530,0.0076,57.50
16001,2827,0.0303,43.49
16013,303,0.1591,219.31
16019,365,0.0455,92.90
16021,125,0.1818,363.16
16024,616,0.8712,1498.05
16027,173,0.0985,126.36
16029,279,1.5758,1130.65
16035,1316,0.0076,2.68
16047,2599,0.0076,19.98
16048,1496,0.3485,444.75
16051,2700,0.0985,149.81
16063,1868,0.0152,33.38
16076,467,0.0152,18.11
16091,2135,0.2727,613.08
16111,327,0.0682,67.92
16114,2244,0.0606,100.61
16136,561,0.0152,39.32
16139,127,0.1364,323.96
16140,1168,0.0455,276.61
16141,1966,0.0227,152.94
16142,564,0.0076,29.74
16147,2286,0.0152,399.98
16159,1729,0.1136,160.86
16173,2407,0.1136,139.31
16174,1822,0.0076,27.48
16175,1033,0.0303,143.96
16177,1601,0.0227,31.14
16178,2877,0.0227,240.69
16179,2058,0.0606,104.89
16191,1017,0.0379,64.69
16192,2266,0.0606,148.43
16195,1444,0.0152,199.16
16196,2351,0.0227,50.16
16206,2828,0.0303,198.47
16210,1847,0.1364,176.48
16212,148,0.0455,167.57
16214,1439,0.0227,7.15
16216,1420,0.0152,116.30
16221,269,0.0758,82.09
16223,1846,0.0985,153.38
16245,2157,0.0152,65.27
16251,385,1.1894,1703.25
16255,579,0.0833,86.22
16258,1937,0.0303,40.35
16270,1273,0.0076,26.85
16272,1236,0.0682,41.40
16280,132,0.0152,6.81
16283,1680,0.2348,855.62
16286,2166,0.0455,95.75
16301,1226,0.0530,54.08
16305,215,0.0227,16.60
16307,1912,0.1212,285.05
16311,893,0.0985,131.42
16316,976,0.0606,256.62
16323,2498,0.0455,128.56
16324,1440,0.2803,525.78
16330,1841,0.0076,8.82
16334,1334,0.0379,88.17
16338,2851,0.0152,71.52
16341,2859,0.1212,338.77
16342,945,0.0227,10.15
16346,1743,0.0682,215.26
16352,2267,0.0076,106.00
16355,765,0.0152,21.92
16367,2389,0.0076,16.66
16376,1582,0.0076,10.72
16377,1130,0.0682,139.66
16378,1478,0.0530,32.10
16382,219,0.5379,607.36
16387,1840,0.0152,-15.40
16389,2671,0.0227,48.71
16400,766,0.0758,152.55
16401,139,1.4091,2075.00
16405,2330,0.0076,49.99
16411,2638,0.1212,119.34
16420,773,0.0455,59.15
16422,1620,0.0152,26.55
16428,1185,0.0303,39.64
16433,1678,0.0152,15.31
16434,443,0.0758,116.07
16435,224,0.4394,573.06
16436,1912,0.0076,18.93
16437,1785,0.0076,33.13
16441,2841,0.0152,58.50
16443,1504,0.0455,87.52
16448,2639,0.0076,9.34
16457,807,0.1136,218.57
16468,1494,0.0152,44.68
16469,1029,0.0076,9.06
16476,1350,0.0455,225.47
16489,148,0.8106,1066.92
16492,147,0.0153,29.16
16496,1133,0.0229,31.49
16497,509,0.0229,30.89
16501,1618,0.0153,38.84
16513,2827,0.0076,33.18
16514,1123,0.0611,148.43
16517,224,0.0076,9.05
16525,2264,0.0382,114.78
16533,893,0.0611,56.25
16546,264,0.2519,351.80
16552,482,0.0076,7.38
16554,1922,0.0229,32.32
16558,466,0.0458,86.61
16559,494,0.0229,69.92
16565,1983,0.0687,8281.33
16570,2851,0.0382,86.26
16578,1237,0.1908,368.70
16580,627,0.0992,311.39
16585,2786,0.0076,60.14
16586,1492,0.0305,69.27
16588,1874,0.0534,162.18
16595,174,0.0458,74.17
16596,656,0.0153,56.51
16598,1138,0.0153,46.12
16609,1104,0.0305,105.68
16612,1092,0.1069,216.01
16614,629,0.2137,89.98
16615,970,0.1145,225.94
16619,603,0.3893,376.51
16629,2072,0.0229,82.01
16630,634,0.3664,564.73
16633,1484,0.0229,27.68
16640,1553,0.0840,146.98
16643,496,0.1069,48.62
16658,216,0.1069,93.40
16664,1960,0.0458,71.77
16675,488,0.1298,181.20
16678,969,0.0382,19.51
16689,2472,0.0382,264.52
16702,1396,0.2748,474.45
16709,418,0.2595,630.86
16715,321,0.0840,120.31
16724,2549,0.0076,20.84
16725,2701,0.0076,14.54
16730,2066,0.0840,116.28
16740,1813,0.0153,33.49
16742,167,0.0076,8.03
16746,382,0.0076,11.65
16747,2179,0.0153,41.10
16750,1637,0.3206,747.42
16754,976,0.1221,191.80
16756,908,0.0305,39.26
16770,1714,0.0458,81.09
16778,2881,0.0076,4.97
16791,2617,0.0305,158.82
16792,1914,0.0305,59.55
16794,1413,0.0229,34.97
16798,322,1.3206,1835.22
16801,2198,0.0076,12.34
16802,1463,0.3053,637.29
16803,2391,0.0076,5.21
16807,598,0.7023,665.18
16810,2716,0.0229,29.01
16811,2033,0.5954,495.90
16816,2781,0.1069,399.19
16818,1484,0.0763,184.49
16824,1398,0.0916,192.99
16825,1405,0.1908,102.70
16829,2562,0.0534,186.40
16830,1916,0.0305,164.23
16836,2236,0.0076,71.40
16842,2277,0.0611,81.49
16858,825,0.1450,287.92
16865,1087,0.2290,164.62
16868,2354,0.0382,97.57
16871,337,0.5038,611.91
16873,2332,0.0305,99.39
16884,223,0.0840,121.53
16890,2814,0.0076,15.79
16891,1699,0.0534,266.73
16893,1956,0.0076,11.62
16896,294,0.1069,311.39
16902,799,0.0229,53.78
16903,811,0.0153,28.06
16904,816,0.0153,31.07
16905,255,0.5267,875.44
16907,1975,0.0382,136.84
16908,1442,0.0229,56.72
16913,2380,0.0076,50.00
16918,1563,0.0153,54.06
16919,1364,0.0153,8.92
16921,2484,0.0305,110.35
16923,930,0.1756,215.43
16928,1228,0.0076,7.95
16934,972,0.0153,57.21
16935,696,0.2901,332.74
16941,2603,0.0458,496.97
16945,1578,0.0840,217.73
16961,2453,0.0076,67.46
16966,298,0.0382,81.65
16971,1441,0.0458,183.71
16974,2700,0.1145,293.29
16977,304,0.0153,21.12
16990,869,0.0076,27.97
16995,1691,0.1069,191.10
16996,153,1.6462,2109.67
17000,2623,0.0615,155.95
17001,119,0.2422,363.05
17004,2170,0.0079,23.30
17006,1052,0.0391,110.88
17007,2831,0.0079,59.96
17008,704,0.1308,211.69
17010,860,0.1603,358.92
17012,2786,0.0236,58.08
17018,298,0.2538,690.23
17020,2033,0.0156,111.04
17030,232,0.0313,57.56
17031,2632,0.0078,14.21
17032,650,0.6202,995.20
17039,2430,0.3308,737.08
17049,477,0.0076,18.94
17051,2588,0.0382,117.98
17058,1410,0.1679,226.38
17061,2196,0.0382,111.18
17066,1316,0.1298,164.88
17077,1261,0.0229,14.22
17082,2251,0.1298,276.01
17088,2848,0.0076,25.00
17099,197,0.0534,75.66
17105,1658,0.0305,20.70
17112,1665,0.0076,19.01
17113,1210,0.2214,216.17
17115,1948,0.0763,72.90
17122,2320,0.0458,72.54
17124,195,0.0382,66.64
17130,834,0.1069,388.43
17133,992,0.3588,641.04
17139,1658,1.5420,2148.50
17143,262,0.2901,436.29
17145,1132,0.0458,80.03
17150,406,0.1679,193.71
17162,442,0.3893,666.40
17186,1106,0.0305,55.33
17187,1854,0.0153,23.95
17188,2379,0.0153,49.09
17190,254,0.3130,758.07
17191,2372,0.0076,51.75
17199,1483,0.0534,123.52
17215,2602,0.0229,39.08
17216,117,0.1756,158.29
17223,1054,0.0763,115.42
17226,2099,0.0229,22.18
17237,1310,0.0687,40.25
17238,2620,0.0153,66.64
17249,2149,0.0840,137.34
17253,1977,0.0076,36.58
17271,1803,0.1069,260.32
17272,1942,0.1450,274.62
17274,1258,0.0458,27.97
17275,2665,0.0458,63.07
17276,2655,0.0153,63.56
17278,2879,0.0305,26.76
17280,1369,0.0687,79.48
17304,119,0.2692,367.29
17309,1569,0.0154,22.97
17312,193,0.0462,34.71
17317,2660,0.0231,94.11
17321,2187,0.0154,23.51
17329,2327,0.0231,49.87
17341,2388,0.0385,84.26
17344,1580,0.0769,57.76
17345,2240,0.0077,24.99
17350,266,0.6615,1308.71
17353,2486,0.0308,81.66
17354,938,0.0538,41.67
17361,846,0.1615,169.27
17370,2454,0.0154,19.03
17383,2430,0.0615,119.33
17385,1097,0.0231,59.52
17395,921,0.0615,43.87
17400,2657,0.0154,44.89
17405,1358,0.1846,194.23
17410,1607,0.0154,31.45
17412,2679,0.0231,72.12
17435,2085,0.3385,916.50
17445,1393,0.2308,349.82
17452,304,0.0385,94.20
17459,1096,0.0154,16.55
17463,2359,0.0308,65.76
17466,2756,0.0154,27.38
17469,1562,0.0077,19.82
17471,235,0.0462,41.06
17478,1939,0.1385,513.49
17484,2323,0.0077,102.84
17486,117,0.0077,14.22
17501,607,0.4538,574.49
17503,2309,0.0154,28.11
17504,1395,0.0308,42.08
17505,1588,0.0154,79.49
17509,681,0.0769,81.96
17518,1025,0.2385,264.81
17523,2786,0.1000,86.74
17527,2185,0.2385,778.42
17530,1112,0.1615,166.68
17533,111,0.1692,293.19
17538,1467,0.0308,71.72
17540,1991,0.0077,45.79
17543,185,0.0154,21.62
17547,2027,0.1923,1192.39
17548,1945,0.0923,216.22
17549,1384,0.0462,43.22
17553,443,0.0231,56.05
17558,372,0.1000,71.41
17562,2594,0.0308,45.17
17572,1906,0.0231,57.85
17575,2161,0.0154,17.79
17579,616,0.1000,93.09
17584,2412,0.0846,48.10
17591,1333,0.0231,18.00
17594,146,0.8846,1766.27
17597,172,0.0077,7.55
17598,1402,0.0385,39.35
17602,1549,0.3077,952.56
17606,1415,0.0703,128.80
17607,2066,0.1016,258.59
17628,1103,0.0231,45.01
17629,1547,0.0692,176.19
17630,2864,0.0308,35.82
17631,2204,0.0615,98.31
17636,223,0.0692,292.48
17640,2298,0.0077,46.13
17655,2000,0.0154,18.20
17659,346,0.0462,34.91
17665,2303,0.0077,198.75
17667,137,0.3846,342.43
17673,802,0.0077,29.67
17676,473,0.0231,76.64
17678,808,0.2077,248.23
17688,774,0.3769,940.27
17689,491,0.2077,661.24
17695,989,0.0308,32.89
17702,152,0.0308,74.50
17705,969,0.1769,73.75
17706,2525,0.0385,127.53
17712,1182,0.2077,271.31
17713,2589,0.0385,43.21
17716,2718,0.0462,44.84
17719,1603,0.0769,133.88
17737,1195,0.1385,281.53
17748,1788,0.0231,57.29
17751,2435,0.0308,56.28
17766,2481,0.0385,112.50
17769,2653,0.0308,99.03
17773,303,0.1077,114.97
17782,2047,0.0078,27.59
17797,1608,0.0154,11.79
17798,2415,0.0385,72.04
17799,426,0.2000,772.54
17803,1551,0.0231,6.95
17808,319,0.1692,246.13
17813,1137,0.0923,129.89
17835,1439,0.0308,23.54
17836,1008,0.0077,23.33
17841,117,0.2769,764.53
17842,346,0.1231,333.70
17846,139,0.2385,393.73
17852,729,0.0846,203.47
17854,1945,0.0077,156.67
17856,923,0.0538,308.62
17857,855,0.1385,177.04
17858,576,0.0308,94.58
17860,228,0.5923,1532.60
17865,565,0.1846,292.38
17868,654,0.1462,397.61
17870,929,0.1923,365.41
17879,2539,0.0077,46.20
17880,2681,0.0231,46.54
17881,2838,0.0077,52.10
17884,2526,0.0462,81.54
17887,512,0.0462,120.21
17888,2711,0.0077,25.56
17896,143,4.3308,8273.81
17903,816,0.0077,22.49
17904,489,0.0154,6.79
17908,1853,0.0231,183.51
17919,985,0.1538,409.00
17920,1843,0.0231,41.77
17926,970,0.0308,26.31
17929,1020,0.0462,79.80
17932,1191,0.0077,17.35
17940,233,0.1000,89.58
17949,1726,0.0615,71.06
17952,1238,0.1308,348.43
17954,395,0.0462,179.93
17956,1193,0.0231,21.02
17957,337,0.6231,852.94
17959,2823,0.0154,24.94
17963,928,0.2385,447.83
17970,923,0.1692,297.70
17973,2130,0.0154,157.50
17982,2146,0.0077,15.71
17983,2794,0.0077,16.65
17985,2640,0.0538,41.69
