id_customer,recency,frequency,monetary
73355,2589,0.0588,45.29
73356,1293,0.1647,273.55
73357,1511,0.2706,183.09
73358,2426,0.0941,88.98
73360,1690,0.0353,43.72
73361,2589,0.0118,41.18
73362,2589,0.0471,57.19
73363,2589,0.0118,115.83
73365,2589,0.0118,89.25
73366,1490,0.2118,254.44
73367,2589,0.0353,94.66
73368,130,0.8824,1046.12
73369,2589,0.0118,10.42
73370,2589,0.0353,98.63
73371,2507,0.0353,40.85
73373,1416,0.2353,164.68
73374,2588,0.0118,39.67
73375,2588,0.0353,25.35
73376,309,0.0235,23.17
73377,1945,0.0118,244.99
73378,2063,0.1059,133.43
73379,2417,0.1294,83.94
73380,2588,0.0235,3.60
73381,1286,0.3647,120.37
73382,2044,0.0824,131.19
73384,2588,0.0118,25.00
73385,2492,0.0353,85.61
73386,2543,0.0824,113.53
73387,2588,0.0118,43.69
73388,2588,0.0588,119.62
73389,2588,0.0118,104.21
73390,2588,0.0353,49.65
73394,1665,0.2588,391.05
73396,2588,0.0235,76.13
73397,1799,0.0353,63.68
73398,2588,0.0118,20.81
73399,2308,0.3765,313.63
73401,2588,0.0118,13.30
73402,2588,0.0471,179.79
73403,2588,0.0235,50.55
73404,1185,0.1412,150.87
73405,942,0.0588,116.30
73406,2418,0.0824,87.24
73407,2531,0.0353,136.95
73409,2588,0.0118,23.32
73410,368,0.0235,20.12
73411,2588,0.0353,64.35
73412,175,0.1647,263.45
73413,2588,0.0118,24.97
73414,2588,0.0353,87.45
73415,2588,0.0353,103.63
73416,195,0.7294,574.88
73417,2564,0.0235,110.75
73419,2587,0.0235,45.59
73420,1415,0.1176,122.38
73421,2587,0.0118,44.96
73422,1185,0.0118,11.52
73423,2585,0.0235,23.26
73425,2586,0.0235,73.31
73427,2587,0.0118,16.65
73428,2587,0.0118,8.17
73431,2587,0.0118,99.88
73432,2587,0.0118,44.18
73433,156,0.4353,493.75
73434,2587,0.0235,36.30
73435,2559,0.1882,166.89
73436,2587,0.0118,62.50
73437,2587,0.0118,24.96
73438,2587,0.0235,44.24
73439,2578,0.0471,102.59
73440,1190,0.0706,202.36
73441,569,0.0706,239.65
73442,1081,0.0235,28.32
73443,2587,0.0235,119.89
73445,1696,0.0706,14.56
73446,2583,0.0118,9.15
73447,1736,0.0824,61.78
73448,2587,0.0353,62.74
73449,1903,0.0235,208.63
73450,2587,0.0471,130.09
73452,2587,0.0118,23.30
73453,905,0.8471,656.95
73454,1135,0.0118,6.96
73455,2587,0.0235,33.13
73456,2587,0.0118,24.00
73457,2587,0.0235,42.64
73458,2587,0.0118,67.46
73459,760,0.1294,108.21
73460,2587,0.0118,29.92
73461,1596,0.2941,422.74
73462,1414,0.1059,311.25
73463,2315,0.2471,399.08
73465,1913,0.1529,126.64
73466,2582,0.0235,126.60
73467,2586,0.0235,12.69
73468,2587,0.0118,24.50
73469,1858,0.0706,102.85
73470,2586,0.0353,18.43
73471,2586,0.0118,44.96
73472,883,0.0118,17.38
73473,2586,0.0588,41.81
73474,2586,0.0118,19.97
73475,1232,0.0235,36.24
73476,1708,0.1059,65.50
73477,2586,0.1059,94.19
73478,2586,0.0118,187.36
73479,2586,0.0118,14.96
73480,1474,0.2000,159.15
73481,2586,0.0118,116.21
73482,1618,0.0353,386.71
73483,1327,0.0706,129.41
73487,2586,0.0471,71.91
73488,2586,0.0118,41.62
73489,2586,0.0118,43.69
73490,2586,0.0118,9.28
73491,2586,0.0235,76.43
73492,2586,0.0118,51.67
73493,1642,0.0588,160.94
73494,2586,0.0235,17.04
73495,2352,0.3176,330.43
73496,2027,0.0235,82.62
73498,2586,0.0588,34.82
73499,2586,0.0353,58.20
73500,940,0.0941,92.33
73501,2586,0.0118,54.13
73502,882,0.0824,54.63
73503,2585,0.0235,154.84
73504,2583,0.0235,70.61
73505,2586,0.0118,44.93
73506,2584,0.0353,92.84
73508,2271,0.0824,242.92
73509,2586,0.0118,11.67
73510,357,0.0588,229.83
73511,2585,0.0235,39.54
73512,2585,0.0235,47.53
73513,1273,0.0824,136.71
73514,2585,0.0118,136.20
73515,2585,0.0118,16.31
73516,2585,0.0118,18.67
73517,394,1.1059,709.31
73518,1328,0.0588,53.89
73519,2585,0.0118,41.65
73520,2585,0.0118,24.00
73521,871,0.0588,74.98
73522,2585,0.0118,28.50
73523,2585,0.0118,8.31
73524,2585,0.0706,73.72
73525,1142,0.3765,581.76
73526,296,0.1412,173.34
73527,1356,0.0824,132.46
73528,1058,0.1176,175.00
73529,2585,0.0353,52.58
73530,2155,0.0471,65.81
73531,2585,0.0941,43.06
73532,462,0.0706,46.96
73533,2585,0.0588,60.08
73534,2585,0.0471,43.93
73535,323,0.0941,131.98
73536,1539,0.0235,8.12
73537,1874,0.3059,431.95
73538,2451,0.0235,42.04
73539,2585,0.0353,42.47
73540,2227,0.0235,326.00
73541,2557,0.0353,43.42
73542,2583,0.0353,62.13
73543,2585,0.0118,67.46
73544,2418,0.0235,146.66
73545,2585,0.0118,26.21
73549,2584,0.0471,47.28
73550,2509,0.0471,125.29
73551,230,0.2941,257.52
73552,362,0.0118,104.96
73554,1888,0.1059,231.68
73555,2584,0.0588,76.73
73557,2572,0.0824,29.20
73558,2584,0.0118,49.99
73559,858,0.0235,34.84
73561,2584,0.0118,53.25
73562,2584,0.0235,46.66
73563,2487,0.1176,99.67
73567,667,0.0471,51.48
73568,2584,0.0118,14.96
73569,2584,0.0353,50.38
73570,1371,0.0706,48.53
73571,111,0.8235,921.91
73572,2584,0.0235,46.16
73574,2584,0.0118,34.46
73575,2584,0.0118,24.37
73576,2461,0.0706,99.15
73577,1024,0.0941,167.92
73578,2584,0.0118,26.96
73579,326,0.2706,186.94
73580,2584,0.0235,35.22
73582,1896,0.0471,171.02
73583,2582,0.0235,16.64
73584,2439,0.0824,85.22
73585,2584,0.0118,32.05
73586,1978,0.0471,191.88
73587,1834,0.1882,224.76
73588,2584,0.0235,48.26
73589,1865,0.3059,371.58
73591,2584,0.0824,91.11
73592,2567,0.0471,33.36
73593,2584,0.0235,21.38
73594,1819,0.0235,113.45
73595,2584,0.0588,43.77
73596,2584,0.0353,42.25
73597,887,0.5765,962.34
73599,242,0.0824,72.21
73600,2398,0.0353,165.33
73601,2583,0.0118,71.21
73602,2583,0.0118,41.67
73603,213,0.2118,304.68
73604,1835,0.2235,239.42
73605,948,0.0353,51.51
73607,1615,0.0353,113.86
73608,2583,0.0118,39.93
73609,2583,0.0118,48.71
73610,2583,0.0118,16.66
73611,2581,0.0118,82.90
73612,2045,0.1647,205.79
73613,2583,0.0118,59.96
73615,1479,0.0471,96.48
73616,2447,0.0588,45.33
73617,2583,0.0471,35.77
73618,2583,0.0118,33.29
73620,2198,0.1529,213.65
73621,2520,0.0235,37.86
73622,2583,0.0588,88.34
73623,2047,0.0824,79.69
73624,875,0.4353,269.54
73625,2583,0.0235,45.71
73626,1481,0.0706,133.49
73627,1757,0.1176,104.16
73629,2583,0.0118,53.30
73630,233,0.2000,398.22
73631,2583,0.0235,67.88
73632,2451,0.0235,13.67
73633,2583,0.0235,50.78
73634,2583,0.0118,8.75
73635,2583,0.0353,48.85
73636,859,0.0471,36.76
73637,1919,0.0824,127.59
73638,595,0.2353,318.60
73639,2583,0.0118,44.18
73640,1813,0.0235,29.67
73641,2583,0.0118,33.32
73642,2583,0.0118,26.33
73643,113,0.1294,199.22
73644,2583,0.0235,45.61
73645,2581,0.0118,22.88
73646,2583,0.0118,10.36
73648,2583,0.0118,42.68
73649,2583,0.0588,48.11
73650,1315,0.1176,131.78
73651,2422,0.0471,210.98
73652,2583,0.0118,26.63
73653,519,0.0588,80.48
73654,2583,0.0118,59.92
73655,2583,0.0118,31.88
73656,2583,0.0941,56.93
73657,2583,0.0118,4.83
73658,2583,0.0118,49.99
73659,2583,0.0353,43.90
73660,2583,0.1529,192.97
73661,2583,0.0118,127.45
73662,1008,0.0471,76.87
73663,2582,0.0353,63.55
73664,2582,0.0118,49.98
73666,2582,0.0118,44.96
73668,2582,0.0471,81.83
73669,679,0.0353,27.10
73670,2582,0.0118,34.95
73671,1553,0.0235,41.32
73672,2446,0.0588,138.08
73673,843,0.0235,66.95
73674,214,0.0706,53.11
73675,377,0.2235,458.78
73676,2582,0.0588,142.28
73677,2582,0.0118,12.49
73678,2582,0.0118,42.68
73679,2161,0.0235,90.62
73680,2582,0.0118,4.69
73682,1241,0.0118,13.97
73683,1495,1.9882,2380.73
73684,807,0.3412,383.56
73685,267,0.3412,500.89
73686,188,0.1059,104.21
73687,2582,0.0235,63.08
73688,2121,0.0941,116.45
73689,1379,0.0824,95.94
73690,2582,0.0471,46.62
73691,2379,0.0353,48.80
73692,2582,0.0235,30.63
73693,2562,0.0588,150.90
73694,2582,0.0118,115.50
73695,1655,0.1059,42.08
73696,2398,0.0588,151.80
73697,2582,0.0235,24.96
73698,2582,0.0118,30.90
73700,2582,0.0118,32.92
73701,2582,0.0235,43.24
73702,2582,0.0235,48.36
73703,2582,0.0824,40.36
73705,2582,0.0118,62.50
73706,1426,0.0235,96.10
73707,1658,0.0235,45.88
73708,1250,0.0118,19.56
73710,2581,0.0118,44.96
73711,2581,0.0118,3.29
73715,2581,0.0353,52.76
73716,906,0.7059,396.31
73718,2532,0.1647,246.57
73719,152,0.0588,942.55
73720,1183,0.2118,110.76
73721,2581,0.0353,56.58
73722,2581,0.0118,39.95
73723,2581,0.0235,291.65
73724,2581,0.0353,26.88
73725,389,0.0588,82.11
73727,2581,0.0118,37.43
73728,1269,0.3176,275.22
73729,772,0.1765,641.67
73730,2581,0.0118,16.66
73731,2581,0.0235,34.79
73733,2581,0.0118,9.13
73734,2197,0.0706,71.73
73735,2497,0.0706,91.24
73736,2069,0.2941,421.75
73737,629,0.0471,22.22
73738,1454,0.3882,290.17
73739,2580,0.0353,92.44
73740,2580,0.0118,29.96
73742,2580,0.0353,43.01
73744,2016,0.0588,83.93
73745,2562,0.0706,123.57
73746,2580,0.0353,32.18
73747,2580,0.0235,19.42
73748,2577,0.0353,29.84
73750,1977,0.0353,99.48
73751,923,0.3647,229.17
73752,2227,0.0471,74.19
73753,2580,0.0118,41.78
73754,2580,0.0118,29.96
73755,2580,0.0118,44.96
73756,2580,0.0235,21.87
73757,568,0.1294,215.46
73758,2580,0.0118,37.46
73760,630,0.0824,76.05
73761,2287,0.1176,134.85
73762,2580,0.0471,50.72
73764,1500,0.1176,103.39
73765,314,0.1765,118.13
73766,2580,0.0706,65.71
73767,2580,0.0118,57.50
73768,2580,0.0118,55.00
73769,753,0.1765,131.27
73770,2579,0.0353,21.84
73771,2579,0.0118,74.20
73772,2579,0.1529,78.62
73773,2579,0.0118,79.17
73774,2507,0.0235,65.41
73775,1864,0.0706,94.98
73776,2575,0.0235,23.94
73777,2335,0.0353,56.80
73778,2179,0.0824,87.28
73779,643,0.1059,94.11
73781,2576,0.1647,82.19
73782,2566,0.0353,65.40
73783,928,0.3647,509.01
73784,145,0.3765,372.80
73785,2579,0.0353,64.97
73786,859,9.3647,3971.71
73787,2229,0.0353,43.41
73788,2200,0.0588,59.66
73789,118,0.6588,1195.79
73790,719,0.1059,80.54
73791,2579,0.0118,10.96
73792,2579,0.0118,6.75
73793,2579,0.0118,15.34
73794,2579,0.0235,41.73
73795,1323,0.1176,156.23
73796,2231,0.2235,242.94
73797,1476,0.0471,22.97
73799,2514,0.0235,67.45
73801,2579,0.0118,34.95
73802,2579,0.0235,78.64
73803,1366,0.1176,138.87
73804,2578,0.0471,94.75
73805,200,0.1176,205.86
73807,2570,0.0588,79.69
73808,666,0.0471,60.32
73809,2376,0.0824,167.88
73810,112,0.7882,624.98
73811,2578,0.0118,29.93
73812,2578,0.0235,90.72
73813,2578,0.0118,53.25
73814,2578,0.0118,54.71
73815,2578,0.0353,72.39
73816,2578,0.0235,280.50
73817,2576,0.0118,14.96
73818,2578,0.0118,7.92
73819,2578,0.0118,5.86
73820,1527,0.0353,102.63
73821,432,0.2000,383.08
73822,1980,0.2588,420.63
73823,2578,0.0118,46.13
73824,2535,0.0588,93.12
73825,2578,0.0235,66.84
73827,2572,0.1176,139.11
73828,2578,0.0235,54.04
73829,2578,0.0353,61.64
73830,2578,0.0118,52.44
73832,2578,0.0118,22.43
73833,2574,0.0235,89.86
73834,2578,0.0235,44.95
73835,2578,0.0118,11.21
73836,1152,0.1294,401.85
73837,2578,0.0706,53.18
73838,2576,0.0118,14.00
73839,2578,0.0118,20.81
73840,2578,0.0118,34.13
73841,1051,0.1647,253.23
73842,2257,0.1176,250.76
73843,2578,0.1059,50.76
73844,2021,0.1647,461.73
73845,2499,0.0235,52.41
73846,2501,0.1647,84.93
73847,2577,0.0824,45.18
73848,1727,0.2000,233.63
73849,1497,0.0706,102.26
73850,2577,0.0118,14.96
73851,2577,0.0118,24.97
73852,2565,0.0824,81.57
73853,2577,0.0353,26.01
73854,2577,0.0118,26.33
73856,2577,0.0471,42.46
73857,1322,0.0588,56.99
73858,467,0.0941,133.67
73859,2577,0.0118,34.12
73860,2577,0.0118,28.34
73861,814,0.6588,426.63
73862,2577,0.0235,49.94
73863,449,0.0235,70.07
73865,2577,0.0235,57.08
73866,1097,0.1294,54.38
73868,2577,0.0118,30.32
73869,2571,0.1412,238.90
73870,1548,0.0471,62.54
73871,2577,0.0118,42.00
73872,391,0.3176,234.96
73873,2577,0.0118,14.98
73874,2577,0.0118,116.25
73875,2577,0.0235,105.79
73876,2577,0.0588,63.97
73877,1477,0.0824,218.71
73878,1689,0.2824,280.98
73880,1680,0.0353,74.75
73881,2577,0.0471,109.83
73882,2336,0.1176,104.23
73883,2138,0.1176,130.61
73884,2576,0.0235,66.13
73885,2576,0.0119,5.76
73886,2576,0.0238,43.30
73887,2528,0.0119,79.17
73888,2576,0.0357,86.52
73889,2576,0.0238,22.69
73890,2324,0.1310,136.84
73891,2576,0.0119,49.97
73892,242,0.1071,98.93
73893,2576,0.0119,22.88
73894,2576,0.0119,67.46
73895,2576,0.0119,67.46
73896,2576,0.0476,98.87
73897,2576,0.0357,21.71
73898,2212,0.0476,56.43
73901,2428,0.0476,81.52
73902,1319,0.0357,18.93
73903,2576,0.0119,54.71
73904,291,0.0833,218.69
73905,2576,0.0238,54.96
73906,2576,0.0476,45.77
73907,640,0.0476,101.71
73908,2576,0.0238,45.59
73910,2576,0.0119,22.46
73911,2576,0.0119,41.18
73912,774,0.2976,396.81
73913,1112,0.1310,206.60
73914,1516,0.0476,113.43
73915,2576,0.0119,29.55
73916,361,0.1310,119.15
73917,2575,0.0119,23.67
73918,2576,0.0238,48.96
73919,2576,0.0238,44.28
73920,2576,0.0357,45.60
73921,2576,0.0714,50.84
73922,2576,0.0119,47.56
73923,2576,0.0952,129.10
73924,2576,0.0119,39.95
73927,2576,0.0119,69.00
73929,1197,0.1548,433.23
73930,2220,0.0476,21.60
73931,2575,0.0119,40.47
73932,2575,0.0238,58.96
73933,2576,0.0357,59.36
73934,2127,0.1071,205.32
73935,2576,0.0119,40.78
73936,1018,2.0119,2249.22
73937,2010,0.1548,262.48
73938,2574,0.0357,80.13
73939,2276,0.0595,71.50
73940,2546,0.0476,167.30
73941,2575,0.0119,130.79
73942,2575,0.0357,50.95
73943,1235,0.1429,280.12
73944,297,0.4881,409.41
73945,2002,0.0238,114.45
73946,2575,0.0119,23.30
73947,2575,0.0238,57.83
73948,2575,0.0476,77.95
73950,1025,0.3095,151.36
73951,767,0.2024,142.15
73952,1929,0.1786,238.11
73953,1318,0.2500,237.44
73954,2575,0.0476,55.80
73955,2575,0.0476,22.17
73956,2575,0.0238,60.58
73957,2575,0.0357,177.99
73958,235,0.1190,110.80
73959,2534,0.0714,119.92
73960,1921,0.0357,47.87
73961,2574,0.0119,190.75
73962,2575,0.0119,33.32
73964,2575,0.0238,68.31
73965,2575,0.0119,44.25
73966,1073,0.2143,377.11
73967,150,0.1190,224.89
73968,116,0.1548,316.15
73969,1715,0.0833,124.67
73970,2575,0.0357,78.93
73971,2573,0.0119,59.96
73972,1059,0.1190,45.93
73973,2575,0.0238,49.09
73974,293,0.5000,376.12
73975,2575,0.0238,41.55
73976,2574,0.0238,45.29
73977,2524,0.0595,35.08
73978,2178,0.0357,95.12
73979,2574,0.0119,34.34
73980,2574,0.0238,23.62
73981,2574,0.1071,77.34
73982,2574,0.0119,57.38
73983,2574,0.0119,28.50
73984,1056,0.0238,85.30
73985,1496,0.6190,1783.47
73986,2574,0.0238,46.84
73987,1742,0.2143,230.96
73988,2574,0.0238,46.39
73989,2574,0.0119,16.66
73990,117,0.9762,1035.59
73991,2544,0.1071,436.78
73992,2574,0.0357,32.24
73993,2574,0.0119,54.13
73994,2574,0.0119,14.99
73995,2574,0.0357,24.96
73997,2531,0.0238,134.92
73998,2574,0.0119,18.67
73999,1491,0.1071,233.80
74000,2574,0.0119,97.43
74001,2574,0.0476,50.65
74002,2172,0.1667,174.92
74003,1245,0.1190,110.94
74004,2574,0.0119,32.92
74005,604,0.3333,436.06
74006,2574,0.1071,114.82
74007,2574,0.0476,42.24
74009,2574,0.0119,48.75
74010,2573,0.0476,9.48
74012,2553,0.0238,45.66
74013,2574,0.0357,68.27
74014,370,1.6429,1707.66
74015,2574,0.0357,58.52
74017,2574,0.0595,45.01
74018,2573,0.0357,25.25
74020,2574,0.1429,106.30
74021,2572,0.1905,163.13
74024,2573,0.1786,126.37
74026,2564,0.0119,39.95
74027,2572,0.1310,172.71
74029,2573,0.0357,58.71
74030,2573,0.0119,33.71
74031,2573,0.0119,62.50
74032,2573,0.0119,14.96
74033,2149,0.0595,120.08
74035,1649,0.1786,315.67
74036,573,0.0952,99.11
74037,2442,0.0238,145.54
74038,2397,0.0476,50.21
74039,2573,0.0119,34.12
74040,946,0.4405,527.77
74041,1042,0.0952,109.41
74042,2573,0.0595,81.09
74044,2573,0.0119,34.13
74046,2573,0.0119,14.96
74047,1817,0.2619,150.80
74048,2573,0.0119,63.30
74049,1600,0.2143,98.22
74050,2569,0.0119,6.20
74051,2571,0.0238,43.03
74052,2573,0.0357,58.00
74053,2572,0.0238,58.06
74054,2573,0.0119,26.63
74055,1375,0.1548,200.12
74056,747,0.5119,476.88
74057,1901,0.0714,64.66
74058,777,0.0357,82.60
74059,2572,0.0238,66.61
74060,1302,0.1905,194.17
74061,1543,0.1905,234.67
74062,2573,0.0238,29.11
74064,2572,0.0714,45.11
74065,686,0.2381,182.50
74066,2212,0.0714,118.65
74067,2572,0.0238,74.29
74068,290,0.0595,99.08
74069,1475,1.7024,2461.62
74070,2572,0.0119,13.72
74071,2085,0.2143,699.42
74072,825,0.0119,12.51
74073,2572,0.0119,133.25
74074,2572,0.0119,69.97
74075,2572,0.0119,82.90
74076,2095,0.1548,201.67
74077,971,0.2857,420.40
74078,443,0.0595,61.24
74079,1597,0.2976,772.68
74080,2572,0.0119,43.86
74081,222,0.1429,170.88
74082,385,0.1190,127.59
74083,2119,0.1310,293.28
74084,297,0.0595,100.94
74085,2540,0.0595,224.39
74086,1874,0.1190,167.12
74087,2269,0.1190,207.27
74089,2572,0.0119,41.63
74091,2504,0.1071,128.87
74092,2572,0.0357,51.38
74094,2572,0.0119,44.96
74095,2572,0.0476,121.32
74096,2567,0.0476,50.80
74097,2572,0.1786,98.97
74098,349,0.3690,336.98
74099,2572,0.0238,43.64
74100,834,0.0238,19.40
74101,2501,0.0476,61.85
74102,2572,0.0119,154.17
74103,443,0.2500,250.62
74105,2571,0.0595,116.96
74106,2571,0.0357,38.55
74107,1062,0.0952,180.29
74108,2517,0.0357,97.41
74109,145,0.3095,163.12
74110,2571,0.0476,22.77
74111,2571,0.0119,12.76
74112,1670,0.2024,150.25
74113,2142,0.1786,124.28
74114,1095,0.1548,271.12
74115,2571,0.0119,8.31
74116,446,0.3214,140.24
74117,2571,0.0476,86.79
74118,1502,0.1310,249.17
74119,511,0.1190,158.64
74120,849,0.1190,137.36
74123,2571,0.0476,19.78
74124,1318,0.0952,126.92
74126,442,0.0238,32.56
74127,1922,0.3571,551.31
74128,2571,0.0238,49.70
74129,134,0.6667,351.57
74131,2571,0.0357,23.75
74132,1502,0.3095,253.44
74133,1420,0.0476,111.91
74134,2570,0.0119,19.88
74135,2570,0.0119,26.21
74136,2570,0.0119,62.50
74137,2570,0.0119,22.13
74138,171,0.0952,301.07
74140,2570,0.0119,18.67
74141,2570,0.0119,16.66
74143,2570,0.0238,49.15
74144,2570,0.0357,152.03
74145,2570,0.0119,23.67
74146,284,1.4167,1449.46
74148,2570,0.0357,49.58
74149,2570,0.0119,37.48
74150,2570,0.0119,108.75
74151,2569,0.0595,42.38
74152,2570,0.0595,32.17
74154,332,0.0476,53.23
74155,2570,0.0595,73.95
74156,2570,0.0357,53.37
74159,2570,0.0238,40.43
74161,2094,0.4048,361.38
74162,470,0.0476,79.39
74164,2544,0.0357,87.50
74165,2570,0.0119,11.63
74166,2570,0.0119,103.78
74167,2570,0.0238,43.46
74168,2569,0.2143,170.18
74169,958,0.1786,255.85
74170,2569,0.0119,16.66
74171,2569,0.0119,45.75
74172,2533,0.0357,102.39
74173,1373,0.0476,63.85
74176,2569,0.0119,18.67
74177,677,0.3214,244.18
74178,2569,0.0238,43.70
74179,1474,0.0833,102.60
74180,602,0.0595,115.84
74182,2569,0.0119,22.88
74183,2569,0.0476,51.82
74185,637,0.0714,166.71
74186,1591,0.0476,33.10
74187,2569,0.0238,73.18
74188,2569,0.0952,86.96
74190,2569,0.0476,34.73
74191,2567,0.0714,99.06
74194,2569,0.0119,26.62
74195,1795,0.0952,323.63
74196,2569,0.0119,34.13
74198,928,0.5595,551.36
74199,2569,0.0476,86.36
74200,2569,0.0119,23.30
74201,493,0.1310,155.26
74202,1103,0.1905,188.35
74203,2569,0.0238,45.08
74204,2569,0.0357,39.88
74205,2492,0.0833,94.02
74206,2201,0.0595,119.74
74207,2569,0.0238,73.49
74208,2569,0.0119,42.50
74209,2569,0.0119,62.50
74210,2569,0.0357,65.19
74211,2506,0.0952,437.82
74212,2364,0.1310,233.49
74213,2568,0.0119,12.50
74215,2568,0.0238,58.39
74216,2568,0.0119,54.63
74217,2245,0.0357,21.68
74218,2568,0.0119,33.72
74219,2444,0.0952,106.25
74220,1798,0.0595,79.36
74221,2562,0.1071,102.32
74222,1401,0.1548,135.13
74223,2568,0.0119,6.04
74224,736,0.1310,160.04
74225,542,0.0714,256.11
74227,2567,0.0238,95.13
74228,2568,0.0238,71.18
74230,880,0.1429,409.83
74231,2568,0.0952,174.86
74232,1601,0.0357,45.12
74234,2568,0.0119,4.46
74235,2568,0.0119,33.29
74236,2568,0.0119,17.88
74237,240,0.0357,13.84
74238,2568,0.0238,55.34
74239,2568,0.0238,37.84
74240,1827,0.1310,233.09
74241,2553,0.1786,134.51
74242,2568,0.0119,307.75
74244,2561,0.0238,48.21
74245,2568,0.0833,87.10
74246,2107,0.7024,492.41
74247,2368,0.2738,750.71
74248,2568,0.0238,49.80
74249,370,0.1905,456.51
74250,2567,0.0238,44.95
74251,441,0.2619,472.23
74253,2568,0.0238,84.00
74254,1436,0.1905,207.07
74255,2567,0.0357,33.98
74256,2567,0.1310,158.56
74258,1990,0.0357,50.05
74259,2567,0.0595,57.46
74262,2567,0.0238,10.70
74264,2567,0.0238,43.83
74265,2566,0.0833,47.37
74266,2567,0.0119,54.68
74267,2567,0.0595,49.46
74268,2567,0.0595,40.76
74269,2559,0.0238,41.58
74270,2567,0.0119,22.89
74272,2567,0.0119,46.60
74273,287,0.2619,405.52
74274,2567,0.0119,29.13
74275,2567,0.0357,42.50
74276,2360,0.0714,63.42
74277,2567,0.0119,51.67
74279,2567,0.0238,47.60
74280,189,0.1071,676.07
74281,2056,0.0595,115.53
74282,2567,0.0476,48.21
74283,2567,0.0119,54.63
74284,2567,0.0119,67.46
74285,2192,0.1905,381.40
74286,2351,0.1190,159.03
74287,2567,0.0119,52.46
74288,2567,0.0952,191.16
74289,2566,0.0119,73.27
74290,2566,0.0476,65.01
74291,2566,0.0476,42.95
74292,2566,0.0119,62.50
74293,2566,0.0476,82.34
74294,1534,0.0595,67.05
74295,2480,0.0357,32.95
74296,223,0.0714,113.24
74297,1393,1.0000,865.04
74298,2566,0.0119,20.72
74299,2566,0.0119,170.42
74300,442,0.4524,430.62
74302,774,0.0119,7.16
74303,2484,0.1310,19.71
74304,403,0.1071,121.60
74306,2566,0.0357,76.71
74307,1394,0.1905,138.06
74308,1931,0.0714,111.91
74309,1491,0.0833,157.57
74310,2465,0.0833,134.20
74311,262,0.2381,183.96
74312,1109,0.0476,152.55
74313,2566,0.0119,53.30
74315,939,0.0119,26.58
74316,155,0.1548,151.51
74317,895,0.0952,203.49
74318,2547,0.0476,106.40
74319,2270,0.0595,164.16
74320,1123,0.3690,291.49
74321,1215,0.0357,58.29
74322,2566,0.0119,14.00
74324,1221,0.1429,102.78
74325,1126,0.2024,228.24
74326,2188,0.0833,278.38
74327,2566,0.0357,48.10
74328,2566,0.0238,125.00
74330,749,0.2857,777.87
74331,2566,0.0238,48.97
74332,2374,0.1071,139.59
74333,2566,0.0119,71.21
74334,2113,0.1190,123.89
74336,2565,0.0119,20.92
74337,2565,0.0119,76.66
74338,2560,0.0119,22.46
74339,1753,0.0476,122.13
74340,1928,0.0238,99.56
74341,1180,0.1429,257.59
74342,998,0.0952,159.13
74343,1046,1.7500,1416.84
74344,1347,0.0595,132.75
74346,849,0.2619,139.42
74347,2565,0.0119,10.87
74350,531,0.1190,142.21
74355,1551,0.1310,100.95
74357,557,0.0476,36.02
74358,2565,0.1548,214.03
74359,773,0.3810,290.98
74362,599,0.0476,46.42
74365,2295,0.1667,183.75
74366,2565,0.0238,42.39
74367,2565,0.0119,22.89
74370,1588,0.2619,187.73
74372,2565,0.0357,93.80
74374,362,2.7143,2097.44
74375,936,0.4286,441.19
74376,2088,0.0952,259.58
74380,2565,0.0119,19.33
74381,1918,0.0476,86.26
74382,2565,0.0119,35.17
74383,2565,0.0476,46.08
74384,2565,0.0119,22.46
74385,2553,0.1429,193.15
74386,1971,0.2381,160.57
74387,2565,0.0238,11.88
74390,2565,0.0357,49.56
74391,1824,0.0119,27.69
74392,2288,0.0357,197.24
74393,2190,0.0595,75.55
74396,1958,0.0119,74.93
74397,1695,0.0476,59.59
74398,2450,0.0357,43.73
74399,953,0.2143,119.11
74400,1857,0.0119,10.19
74401,508,0.0476,83.76
74402,2565,0.0238,44.92
74403,2564,0.0476,46.17
74404,602,0.1548,104.10
74406,2557,0.0476,412.51
74407,2565,0.0238,25.15
74408,444,0.0952,190.61
74409,1687,0.0119,19.34
74412,2548,0.0238,33.34
74413,1131,0.1905,422.55
74415,1049,0.0714,64.25
74416,2565,0.0238,24.75
74417,1186,0.0476,29.79
74418,774,0.0238,31.88
74419,2556,0.0357,99.91
74421,2200,0.0238,134.56
74424,1395,0.2381,263.14
74425,2557,0.0119,44.93
74426,114,1.0714,735.22
74427,1735,0.0595,863.42
74432,2564,0.0119,5.42
74433,881,0.1310,209.22
74434,2265,0.0357,87.90
74435,804,0.2381,238.42
74436,1866,0.0357,38.38
74437,1856,0.1190,172.03
74438,2561,0.0476,85.82
74439,2564,0.0357,29.19
74440,2155,0.0476,102.33
74441,2564,0.0357,43.26
74449,1499,0.0357,25.54
74451,2407,0.0833,145.10
74452,2564,0.0476,42.14
74453,1897,0.0595,83.99
74455,2386,0.0238,93.28
74456,279,0.0952,62.73
74457,813,0.2262,281.31
74458,1858,0.0476,58.78
74459,2505,0.0357,273.72
74461,2050,0.0357,32.08
74462,2563,0.0119,88.18
74463,2114,0.0595,31.96
74464,2563,0.0119,24.97
74465,1768,0.0357,21.83
74466,2210,0.2381,225.49
74467,949,0.3214,168.65
74468,2563,0.0476,87.47
74469,1840,0.0595,30.87
74470,2563,0.0119,37.42
